CarID,Marca,Modelo,Año,Clase,Tracción,Potencia_hp,Torque_Nm,Peso_kg,0_100_kmh_s,VelMax_kmh,PP,Precio_CR
GT-CAR-01258,Toyota,Chaser,2017,Gr.3,FWD,248.7,258.5,1111,7.82,221,380,69224
GT-CAR-01259,Ferrari,Enzo,2011,Gr.3,MR,315.8,418.7,1254,6.39,268,430,157828
GT-CAR-01260,Mitsubishi,Lancer Evo,2008,Gr.4,RWD,334.6,501.7,1384,6.83,270,400,208474
GT-CAR-01261,Aston Martin,Vanquish,1989,N200,RWD,178.5,168.4,1427,7.34,231,275,194348
GT-CAR-01262,Alfa Romeo,4C,2006,N700,RR,438.8,671.7,1289,5.19,254,524,261010
GT-CAR-01263,Ferrari,F40,2022,N300,RR,443.3,569.4,1415,5.27,288,537,227477
GT-CAR-01264,Nissan,370Z,2011,N700,AWD,268.0,281.8,1310,5.92,213,408,175589
GT-CAR-01265,BMW,M5,2000,Gr.4,AWD,380.6,439.8,1104,6.16,264,485,163218
GT-CAR-01266,McLaren,MP4-12C,2015,N400,MR,387.4,398.1,1353,5.28,288,487,199395
GT-CAR-01267,McLaren,720S,2001,Gr.4,FWD,225.0,164.1,1502,7.35,240,252,126237
GT-CAR-01268,Ford,GT,1993,Gr.3,RWD,239.7,236.2,1602,6.99,250,324,167423
GT-CAR-01269,Honda,S2000,2010,N600,AWD,376.1,464.1,1282,5.7,250,531,172278
GT-CAR-01270,Aston Martin,DB11,1996,N200,AWD,334.5,416.8,1739,6.36,269,401,174721
GT-CAR-01271,Aston Martin,DB11,2011,Gr.4,RR,403.7,545.8,1307,5.77,282,537,197606
GT-CAR-01272,Renault,Megane RS,2003,Gr.3,RR,601.5,711.5,1759,4.07,318,584,287430
GT-CAR-01273,Mazda,Miata MX-5,1999,Gr.4,AWD,388.0,554.5,1393,7.0,222,516,187901
GT-CAR-01274,Bugatti,Veyron,2022,N600,MR,440.2,537.2,1329,6.18,285,579,264523
GT-CAR-01275,Aston Martin,DB11,2004,N500,AWD,268.8,373.3,1370,7.6,223,359,97221
GT-CAR-01276,Mitsubishi,Lancer Evo,2000,Gr.3,AWD,406.1,485.6,1300,5.29,251,440,151365
GT-CAR-01277,Audi,RS5,2013,Gr.B,RWD,312.8,384.8,1159,6.07,260,452,342425
GT-CAR-01278,BMW,M4,2015,Gr.4,RWD,514.6,680.7,1515,5.39,301,558,387579
GT-CAR-01279,Ford,Shelby GT350,2023,N200,MR,326.6,410.0,1634,7.04,262,360,184979
GT-CAR-01280,Pagani,Huayra,2008,N700,MR,306.0,348.4,1410,6.2,235,427,195833
GT-CAR-01281,Bugatti,Veyron,1985,N600,RWD,430.4,575.2,1370,6.68,276,524,165509
GT-CAR-01282,Audi,TT RS,2004,N100,AWD,641.4,755.5,1344,5.89,332,695,427574
GT-CAR-01283,Ferrari,Enzo,2015,N100,MR,388.3,536.0,1320,5.73,273,500,369822
GT-CAR-01284,Nissan,Fairlady Z,1996,N400,AWD,376.8,578.0,1460,5.69,253,428,297562
GT-CAR-01285,McLaren,720S,1994,N400,MR,353.9,356.9,1451,7.92,285,456,129240
GT-CAR-01286,Mitsubishi,Lancer Evo,1993,N500,RWD,277.6,338.9,1265,6.45,250,432,92030
GT-CAR-01287,Renault,Megane RS,1988,N100,FWD,175.5,264.0,1300,7.14,212,326,63100
GT-CAR-01288,Porsche,Cayman GT4,1992,N700,FWD,184.9,205.4,1362,7.26,221,333,146588
GT-CAR-01289,McLaren,650S,2009,N100,MR,462.8,609.3,1533,6.86,286,587,488200
GT-CAR-01290,Lamborghini,Diablo,2008,N700,MR,343.4,469.6,1533,6.69,266,481,221082
GT-CAR-01291,Mitsubishi,3000GT,2020,N200,RWD,282.5,430.7,1235,8.16,248,435,78467
GT-CAR-01292,Honda,Prelude,1987,Gr.B,FWD,207.8,200.3,1517,7.9,197,290,76752
GT-CAR-01293,Ford,Focus RS,1990,N100,RR,398.9,517.5,1471,6.69,258,477,124077
GT-CAR-01294,Audi,RS6,1996,Gr.4,RR,143.5,174.6,1602,8.81,172,191,64658
GT-CAR-01295,Mercedes-Benz,AMG GT,2019,N400,AWD,250.9,238.3,1282,7.34,246,369,244021
GT-CAR-01296,Peugeot,206 RC,2002,N700,MR,176.5,193.3,1761,8.32,205,245,69087
GT-CAR-01297,Mazda,Mazda3 MPS,1986,N500,FWD,132.6,164.4,1534,8.23,223,281,73409
GT-CAR-01298,Pagani,Zonda,2007,N200,RR,365.2,408.2,1498,7.61,258,478,302861
GT-CAR-01299,Lamborghini,Aventador,2012,N300,AWD,455.3,590.9,1357,5.77,288,546,239930
GT-CAR-01300,Lamborghini,Aventador,2011,Gr.4,RR,676.9,610.2,1298,3.65,335,779,342239
GT-CAR-01301,BMW,Z4 M,2023,N100,MR,403.0,482.9,1498,6.71,285,471,296546
GT-CAR-01302,Nissan,Fairlady Z,2002,Gr.B,AWD,311.5,410.5,1529,5.57,242,381,122435
GT-CAR-01303,Subaru,Legacy B4,2004,N700,RR,475.8,522.1,1214,5.31,300,578,270663
GT-CAR-01304,Alfa Romeo,4C,2000,N100,FWD,290.0,335.6,1424,6.87,241,307,148269
GT-CAR-01305,Honda,Integra Type R,1990,N600,AWD,366.4,495.4,1517,6.08,248,510,143166
GT-CAR-01306,Lamborghini,Aventador,2001,N400,RWD,389.4,514.1,1460,6.48,281,492,167878
GT-CAR-01307,Aston Martin,Vanquish,1992,N200,RWD,332.1,431.5,1235,7.37,253,445,167196
GT-CAR-01308,Subaru,Impreza WRX,2012,N400,MR,463.4,402.4,1725,7.04,303,527,192240
GT-CAR-01309,Citroën,DS3 Racing,2008,N700,RR,314.6,452.6,1470,5.95,256,369,187297
GT-CAR-01310,Toyota,Celica,2018,N700,FWD,133.1,161.8,1532,8.27,209,263,110132
GT-CAR-01311,Citroën,C4 VTS,2011,N700,RWD,309.2,360.7,1451,6.95,262,411,170521
GT-CAR-01312,Subaru,Legacy B4,2014,Gr.3,AWD,307.2,414.0,1114,7.55,241,434,114475
GT-CAR-01313,Peugeot,208 GTi,2000,N700,MR,720.6,854.2,1361,4.78,351,813,480191
GT-CAR-01314,Honda,S2000,2018,N300,MR,359.8,368.0,1248,7.13,235,466,121574
GT-CAR-01315,Renault,Megane RS,2004,N400,RR,328.9,423.2,1397,7.16,245,475,146803
GT-CAR-01316,McLaren,650S,2023,Gr.4,AWD,351.2,391.2,1384,6.52,263,436,164024
GT-CAR-01317,Mitsubishi,Lancer Evo,1998,Gr.3,RWD,325.4,441.6,1254,6.22,256,422,67880
GT-CAR-01318,Citroën,DS3 Racing,1990,N400,FWD,195.5,220.4,1412,7.93,233,308,96664
GT-CAR-01319,Toyota,86,2023,Gr.4,FWD,223.4,248.4,1091,8.01,213,342,115299
GT-CAR-01320,Toyota,MR2,2002,Gr.4,MR,221.5,239.6,1487,8.23,223,368,167562
GT-CAR-01321,Honda,NSX,1997,Gr.B,FWD,245.8,354.1,1344,6.9,225,369,123601
GT-CAR-01322,Ferrari,F40,1985,N200,RWD,288.4,417.3,1470,7.28,228,385,100895
GT-CAR-01323,Renault,Clio V6,2023,N600,FWD,335.6,452.2,1239,6.45,258,442,54348
GT-CAR-01324,Bugatti,Veyron,1987,N600,MR,483.0,578.5,1346,5.98,271,622,361361
GT-CAR-01325,Mazda,Mazda3 MPS,2011,N500,RWD,399.7,557.2,1353,5.16,292,510,181905
GT-CAR-01326,Mercedes-Benz,E63 AMG,2013,Gr.4,AWD,496.6,531.7,1463,5.5,301,581,322110
GT-CAR-01327,Mercedes-Benz,A45 AMG,2005,N100,RR,447.9,457.6,1408,5.32,287,514,394757
GT-CAR-01328,BMW,Z4 M,1997,N700,MR,279.2,325.0,1501,6.79,231,365,111835
GT-CAR-01329,Toyota,86,2012,N200,RWD,253.1,276.2,1420,6.77,225,395,98946
GT-CAR-01330,Aston Martin,DB11,2010,N300,RR,403.5,421.7,1391,5.42,267,529,221018
GT-CAR-01331,Ferrari,458 Italia,2022,N700,RWD,352.2,453.9,1380,7.04,263,470,156118
GT-CAR-01332,Peugeot,208 GTi,1989,N700,MR,413.3,580.0,1301,5.89,277,543,193276
GT-CAR-01333,Audi,R8,1985,N600,FWD,210.7,252.5,1334,8.16,222,278,164740
GT-CAR-01334,Lamborghini,Gallardo,2021,N400,MR,197.5,227.8,1466,8.19,212,334,249118
GT-CAR-01335,Aston Martin,DB11,2019,N100,FWD,164.4,196.1,1329,7.0,228,291,142750
GT-CAR-01336,Porsche,911 GT3,1998,N200,FWD,126.0,123.7,1793,7.8,213,239,226000
GT-CAR-01337,Subaru,Impreza WRX,1990,N600,AWD,347.6,402.6,1198,6.16,243,419,313092
GT-CAR-01338,BMW,M5,2013,N500,RWD,284.3,330.0,1609,6.93,245,336,112145
GT-CAR-01339,Toyota,GR Yaris,1985,N600,MR,578.3,812.2,1681,5.59,307,627,293712
GT-CAR-01340,Mercedes-Benz,A45 AMG,2009,N300,MR,776.7,979.5,1404,3.83,366,876,273646
GT-CAR-01341,BMW,M5,2007,N500,RR,241.4,305.1,1280,7.41,224,408,149554
GT-CAR-01342,McLaren,MP4-12C,1998,N600,MR,474.8,632.8,1144,5.69,279,585,139329
GT-CAR-01343,Mitsubishi,Lancer Evo,2016,Gr.B,MR,290.2,377.3,1372,6.71,242,392,117618
GT-CAR-01344,Mazda,RX-8,1985,N600,RWD,298.7,349.9,1578,7.08,232,360,124086
GT-CAR-01345,Renault,R.S. 01,2014,N400,FWD,193.3,212.2,1306,6.85,211,287,66818
GT-CAR-01346,Mercedes-Benz,AMG GT,2012,N700,MR,325.6,485.7,1312,6.7,259,450,108816
GT-CAR-01347,Renault,R.S. 01,1990,N300,RR,469.1,452.7,1552,5.96,304,540,258655
GT-CAR-01348,Ford,Mustang GT,1986,Gr.3,FWD,181.3,180.0,1411,8.49,198,312,203265
GT-CAR-01349,Toyota,86,2014,N700,AWD,494.3,612.2,1314,5.98,295,570,356883
GT-CAR-01350,Mercedes-Benz,A45 AMG,2021,Gr.3,MR,331.6,384.3,1521,6.29,253,464,148391
GT-CAR-01351,Alfa Romeo,4C,2021,N700,MR,471.2,688.4,1454,5.6,287,593,119602
GT-CAR-01352,Chevrolet,Corvette C7,1993,Gr.4,FWD,249.6,288.7,1366,7.18,223,355,155290
GT-CAR-01353,Lamborghini,Diablo,2014,N700,AWD,379.4,470.5,1415,7.39,277,479,154674
GT-CAR-01354,Bugatti,Veyron,1998,N700,MR,358.2,434.5,1289,6.54,265,478,199610
GT-CAR-01355,Honda,NSX,2006,Gr.4,MR,528.9,670.6,1304,6.07,313,657,175825
GT-CAR-01356,Mercedes-Benz,A45 AMG,1994,N600,RR,342.1,399.5,1452,6.17,259,424,355711
GT-CAR-01357,Chevrolet,Camaro ZL1,1990,Gr.3,MR,289.6,414.8,1203,7.4,270,424,111425
GT-CAR-01358,Citroën,C4 VTS,2024,Gr.B,RR,308.6,357.8,1503,7.23,243,429,177378
GT-CAR-01359,Aston Martin,Vanquish,1994,N400,AWD,508.8,684.8,1499,5.27,298,602,200868
GT-CAR-01360,Chevrolet,Corvette,2005,Gr.B,AWD,377.3,504.8,1308,6.73,289,500,295988
GT-CAR-01361,Subaru,Legacy B4,2024,N400,AWD,393.3,555.1,1372,5.71,265,514,164076
GT-CAR-01362,Alfa Romeo,Giulia QV,1999,Gr.B,MR,355.9,299.3,1334,5.95,246,455,177950
GT-CAR-01363,Mercedes-Benz,E63 AMG,1986,N700,FWD,197.4,261.5,1255,8.06,206,352,129896
GT-CAR-01364,Ferrari,458 Italia,2011,N200,FWD,197.4,229.8,1514,7.82,222,322,185729
GT-CAR-01365,Ferrari,458 Italia,2001,N400,RWD,192.2,225.4,1280,6.96,217,338,134844
GT-CAR-01366,Ferrari,488 GTB,1989,Gr.4,AWD,269.3,340.0,1393,6.58,244,370,290898
GT-CAR-01367,Audi,RS5,2020,N400,MR,291.7,347.8,1659,8.12,222,422,226369
GT-CAR-01368,Porsche,911 Turbo,1988,N300,FWD,206.3,242.6,1389,8.88,223,343,173921
GT-CAR-01369,Mitsubishi,FTO,1988,Gr.3,AWD,194.0,289.7,1534,8.45,240,266,79017
GT-CAR-01370,McLaren,720S,2009,Gr.B,MR,450.7,608.0,1384,5.63,281,518,238719
GT-CAR-01371,Chevrolet,Corvette,2000,Gr.3,AWD,531.3,691.3,1539,5.82,305,610,173621
GT-CAR-01372,Lamborghini,Huracan,1992,N200,RWD,285.3,361.3,1115,7.11,245,509,167586
GT-CAR-01373,Ferrari,Enzo,2001,Gr.B,MR,185.4,176.5,1263,6.64,206,299,191986
GT-CAR-01374,Ferrari,F40,1990,Gr.B,AWD,351.6,426.7,1325,7.15,258,469,222853
GT-CAR-01375,Citroën,DS3 Racing,2009,N300,MR,361.1,318.9,1452,6.26,273,479,276532
GT-CAR-01376,Mazda,Mazda6 MPS,1988,N600,RR,346.8,398.0,1377,6.26,243,475,202879
GT-CAR-01377,Nissan,Silvia,2008,Gr.3,FWD,225.6,308.0,1602,6.34,219,289,162275
GT-CAR-01378,Porsche,911 GT3,2018,Gr.3,FWD,322.0,413.0,1423,7.0,245,438,184033
GT-CAR-01379,Aston Martin,DB11,2020,N400,RR,178.9,188.6,1160,8.21,228,373,204249
GT-CAR-01380,Audi,TT RS,2020,Gr.B,RR,160.7,169.0,1599,8.22,208,280,99534
GT-CAR-01381,Citroën,DS3 Racing,1986,N300,AWD,376.4,518.6,1509,6.51,270,511,131747
GT-CAR-01382,Ford,GT,2016,Gr.3,RR,388.0,561.2,1283,6.64,272,504,78695
GT-CAR-01383,Porsche,911 GT3,2014,N400,FWD,211.8,218.3,1345,7.69,230,314,172900
GT-CAR-01384,Aston Martin,Vanquish,2014,N200,AWD,324.0,423.1,1415,6.65,247,432,190705
GT-CAR-01385,Chevrolet,Camaro ZL1,1989,N100,FWD,253.4,273.0,1888,7.12,225,314,105402
GT-CAR-01386,Bugatti,Veyron,1991,N700,RWD,456.1,548.8,1338,5.79,264,556,442029
GT-CAR-01387,Nissan,Fairlady Z,2010,N300,MR,441.6,398.7,1313,5.8,298,553,268853
GT-CAR-01388,Mazda,RX-7,2022,N300,FWD,267.7,350.9,1421,8.32,242,361,115077
GT-CAR-01389,McLaren,650S,1992,N400,AWD,90.0,120.0,1383,7.16,198,213,59216
GT-CAR-01390,Alfa Romeo,147 GTA,2016,N400,RWD,299.9,389.0,1593,7.4,243,442,118604
GT-CAR-01391,Pagani,Zonda,1996,Gr.3,MR,372.2,466.6,1326,6.58,277,514,339272
GT-CAR-01392,Nissan,Skyline GT-R,2021,N500,RR,500.4,702.0,1086,5.48,290,640,311909
GT-CAR-01393,Mazda,Mazda3 MPS,1985,N200,MR,379.5,484.7,1523,6.53,288,440,100637
GT-CAR-01394,BMW,M4,2000,N500,RR,525.1,585.1,1345,4.68,327,609,133868
GT-CAR-01395,Mitsubishi,FTO,2002,N700,FWD,294.1,340.1,1389,7.72,238,435,276570
GT-CAR-01396,Alfa Romeo,147 GTA,1993,N600,FWD,202.1,250.9,1402,8.39,213,366,112817
GT-CAR-01397,Alfa Romeo,147 GTA,2008,N600,RR,338.0,317.9,1667,6.44,234,404,164888
GT-CAR-01398,Alfa Romeo,Giulia QV,2021,Gr.4,AWD,345.8,419.2,1330,6.56,248,512,221717
GT-CAR-01399,Aston Martin,DB11,1990,N200,RWD,373.0,441.0,1269,6.06,248,492,289841
GT-CAR-01400,Porsche,959,1990,N600,AWD,377.4,492.6,1336,6.28,276,477,184897
GT-CAR-01401,Toyota,GR Yaris,2015,N300,RR,298.1,321.0,1519,6.49,232,348,128137
GT-CAR-01402,BMW,M5,1995,N400,FWD,153.3,215.7,1636,7.73,202,266,154942
GT-CAR-01403,Subaru,BRZ,2015,N400,RR,410.0,501.4,1371,6.03,254,540,257755
GT-CAR-01404,Lamborghini,Diablo,2013,N300,RR,422.7,402.1,1256,6.72,248,572,338174
GT-CAR-01405,Subaru,BRZ,2024,Gr.B,MR,550.7,727.1,1548,6.03,312,638,264661
GT-CAR-01406,Mazda,RX-7,1993,N700,RWD,259.0,352.9,1325,7.33,235,385,130462
GT-CAR-01407,BMW,Z4 M,2018,N700,FWD,345.5,496.2,1163,6.23,259,549,177454
GT-CAR-01408,Ford,Focus RS,2022,N400,FWD,267.8,370.4,1279,6.74,229,395,125839
GT-CAR-01409,Renault,R.S. 01,2018,N100,AWD,396.7,428.5,1475,5.66,287,493,262339
GT-CAR-01410,Toyota,Chaser,1998,Gr.3,MR,477.5,580.0,1415,6.39,298,555,122182
GT-CAR-01411,BMW,M4,2001,N200,FWD,262.4,387.3,1551,7.06,241,317,98675
GT-CAR-01412,Mercedes-Benz,E63 AMG,1994,N500,AWD,163.5,197.2,1354,7.64,211,313,64438
GT-CAR-01413,BMW,M5,2010,Gr.B,RR,354.4,373.7,1370,4.98,258,427,146581
GT-CAR-01414,Peugeot,206 RC,1999,N100,AWD,259.7,292.7,1370,7.67,219,381,195358
GT-CAR-01415,Aston Martin,DB11,2016,Gr.B,FWD,266.4,286.7,1476,6.94,257,390,117393
GT-CAR-01416,Porsche,959,1986,N200,RWD,382.6,410.2,1696,6.24,268,432,172128
GT-CAR-01417,Ford,Focus RS,2012,Gr.3,FWD,98.0,120.0,1445,8.55,195,211,39620
GT-CAR-01418,Toyota,GR Yaris,2022,N400,FWD,262.6,383.5,1356,7.9,251,435,286010
GT-CAR-01419,Toyota,GR Yaris,2014,N200,AWD,411.2,573.7,1309,6.22,251,514,176489
GT-CAR-01420,McLaren,720S,1991,N500,FWD,189.3,181.3,1365,8.09,212,319,205605
GT-CAR-01421,Ford,Focus RS,1991,Gr.3,RR,383.3,428.6,1445,7.53,247,510,89222
GT-CAR-01422,Ferrari,F40,1987,N600,FWD,174.7,227.5,1425,7.67,209,303,229539
GT-CAR-01423,Ford,Mustang GT,1993,N300,RWD,283.6,318.8,1646,7.05,252,391,86544
GT-CAR-01424,Chevrolet,Corvette C7,1998,Gr.3,RWD,210.3,262.9,1700,8.42,201,315,72862
GT-CAR-01425,Subaru,Levorg,2006,Gr.B,MR,512.8,502.6,1464,5.58,313,607,137744
GT-CAR-01426,Citroën,C4 VTS,2004,Gr.4,MR,393.5,506.1,1361,6.24,249,496,182981
GT-CAR-01427,Nissan,Silvia,2019,Gr.4,RWD,237.8,259.5,1437,7.97,257,337,138398
GT-CAR-01428,Mazda,RX-8,1991,N400,MR,117.5,178.4,1338,8.62,200,255,40406
GT-CAR-01429,Nissan,Fairlady Z,2022,Gr.B,RR,246.6,301.9,1109,6.04,237,434,70930
GT-CAR-01430,Nissan,Silvia,2023,N300,MR,459.0,411.2,1380,5.38,278,551,329745
GT-CAR-01431,Audi,R8,1986,Gr.4,AWD,505.3,527.7,1089,5.23,292,708,197126
GT-CAR-01432,Bugatti,Chiron,2018,Gr.3,RR,522.5,641.1,1513,6.76,312,566,342528
GT-CAR-01433,Audi,R8,2023,N600,MR,316.8,427.1,1598,7.59,269,383,190285
GT-CAR-01434,Mercedes-Benz,A45 AMG,2010,N500,RWD,160.5,164.4,1419,7.06,206,340,74341
GT-CAR-01435,Subaru,Legacy B4,1987,N500,FWD,218.9,281.0,1394,6.21,216,293,100476
GT-CAR-01436,Pagani,Zonda,2010,N500,MR,248.1,284.2,1420,8.46,236,363,170431
GT-CAR-01437,Mitsubishi,Lancer Evo,2001,Gr.4,AWD,325.6,414.2,1673,6.58,262,492,234950
GT-CAR-01438,Citroën,C4 VTS,1994,N600,FWD,249.3,268.5,1272,7.44,230,391,85184
GT-CAR-01439,Aston Martin,Vantage,1994,N200,FWD,214.3,264.3,1285,7.63,225,324,90303
GT-CAR-01440,Bugatti,Chiron,2006,Gr.4,MR,590.5,871.1,1599,4.24,323,652,261909
GT-CAR-01441,Citroën,C4 VTS,2017,N100,MR,569.1,746.6,1445,5.52,321,669,336798
GT-CAR-01442,Pagani,Huayra,2014,N300,AWD,461.0,572.2,1307,5.11,270,544,311694
GT-CAR-01443,Honda,Integra Type R,1987,N600,FWD,177.6,206.4,1165,7.14,230,378,122946
GT-CAR-01444,Mazda,Miata MX-5,2007,N200,RWD,305.8,290.6,1452,6.72,233,360,131037
GT-CAR-01445,Porsche,959,2012,N600,FWD,177.5,209.6,1132,7.68,207,346,102734
GT-CAR-01446,Pagani,Zonda,1999,Gr.4,AWD,256.1,166.7,1634,7.42,225,341,148446
GT-CAR-01447,Aston Martin,DB11,2018,N200,RWD,283.4,390.0,1448,5.58,235,408,150423
GT-CAR-01448,Bugatti,Veyron,2021,Gr.B,RWD,360.7,472.0,1463,7.1,251,434,484230
GT-CAR-01449,Peugeot,508 PSE,2002,Gr.B,AWD,254.0,377.8,1245,6.94,234,396,97697
GT-CAR-01450,Chevrolet,Corvette C7,2014,N400,RWD,352.3,388.4,1127,6.28,253,508,173356
GT-CAR-01451,Ford,Mustang GT,2018,N600,AWD,365.4,407.4,1359,6.28,235,468,98302
GT-CAR-01452,Chevrolet,Camaro ZL1,2021,N700,MR,290.8,322.0,1115,6.0,251,389,134365
GT-CAR-01453,McLaren,720S,2006,N500,FWD,315.7,357.4,1699,8.17,242,372,214234
GT-CAR-01454,BMW,M4,2007,Gr.4,RWD,188.8,287.6,1264,7.59,218,288,105415
GT-CAR-01455,McLaren,MP4-12C,2017,N700,FWD,211.6,259.7,1353,7.0,217,344,109335
GT-CAR-01456,Renault,Clio V6,2006,N200,FWD,218.1,314.4,1230,7.01,226,332,109693
GT-CAR-01457,Audi,TT RS,2018,N400,FWD,289.7,328.3,1351,7.54,252,351,113510
GT-CAR-01458,Ford,GT,2008,N400,RWD,337.9,395.4,1528,6.31,247,428,134062
GT-CAR-01459,Bugatti,Chiron,2004,N700,AWD,437.4,572.8,1320,5.41,271,539,271372
GT-CAR-01460,Citroën,DS3 Racing,2023,N200,FWD,275.0,294.7,1461,6.92,260,398,130483
GT-CAR-01461,Audi,R8,2020,Gr.B,MR,378.2,412.4,1195,6.12,253,505,207773
GT-CAR-01462,Mitsubishi,3000GT,1986,N600,FWD,193.1,227.5,1435,7.76,203,278,75024
GT-CAR-01463,Subaru,Impreza WRX,1996,N600,RWD,407.0,449.3,1406,5.78,273,553,98944
GT-CAR-01464,Ferrari,458 Italia,1998,N300,AWD,366.2,440.7,1499,6.86,273,487,134575
GT-CAR-01465,Toyota,GR Yaris,2000,Gr.4,RWD,222.6,213.6,1608,7.61,222,352,123159
GT-CAR-01466,Alfa Romeo,4C,1998,Gr.B,MR,252.5,263.5,1670,6.85,238,214,129487
GT-CAR-01467,Citroën,DS3 Racing,1994,Gr.3,FWD,393.4,538.7,1461,6.8,265,427,130005
GT-CAR-01468,Renault,Clio V6,1996,N500,AWD,130.4,180.5,1505,8.88,206,215,85168
GT-CAR-01469,Ferrari,F40,1994,N500,MR,428.0,375.0,1537,6.3,262,538,212797
GT-CAR-01470,Mazda,Miata MX-5,2023,Gr.4,MR,612.0,709.9,1523,4.63,329,615,95897
GT-CAR-01471,Ford,GT,1992,N200,MR,447.2,620.7,1526,5.46,273,563,347219
GT-CAR-01472,Alfa Romeo,Giulia QV,2011,N200,MR,352.2,444.6,1651,6.12,253,449,234352
GT-CAR-01473,Ford,GT,2011,N500,RR,636.9,820.8,1479,4.86,331,683,210097
GT-CAR-01474,Honda,Integra Type R,1996,Gr.3,FWD,321.1,367.5,1374,6.41,245,460,140056
GT-CAR-01475,Chevrolet,Corvette Z06,1987,N700,AWD,434.0,491.3,1252,6.15,274,511,228419
GT-CAR-01476,Mazda,Mazda6 MPS,1991,Gr.3,RWD,196.7,230.0,1236,7.1,213,348,242080
GT-CAR-01477,Lamborghini,Gallardo,2003,N100,AWD,347.7,561.9,1387,6.32,256,479,151034
GT-CAR-01478,McLaren,650S,1995,N600,RWD,336.2,428.6,1386,6.56,264,482,255413
GT-CAR-01479,Pagani,Zonda,2003,N100,RR,255.5,322.1,1321,7.18,242,393,159174
GT-CAR-01480,Mitsubishi,3000GT,1993,N100,RR,453.6,542.4,1237,4.62,295,616,194099
GT-CAR-01481,Ferrari,F40,2011,Gr.B,AWD,191.0,216.3,1524,7.86,218,291,113463
GT-CAR-01482,Audi,R8,2011,N200,FWD,90.0,123.1,1585,8.61,206,241,123732
GT-CAR-01483,Nissan,GT-R,2012,N100,RR,438.8,614.0,1408,6.05,259,539,211195
GT-CAR-01484,Ferrari,488 GTB,2002,Gr.3,RR,353.7,460.0,1259,7.05,265,482,166256
GT-CAR-01485,Aston Martin,Vantage,2008,N700,RWD,155.3,177.9,1129,7.62,194,298,162748
GT-CAR-01486,Mitsubishi,3000GT,2007,Gr.3,FWD,164.1,210.4,1449,7.57,213,265,77403
GT-CAR-01487,BMW,1M Coupe,2022,N500,MR,399.9,390.0,1482,5.91,255,484,334128
GT-CAR-01488,Toyota,MR2,1994,N200,RWD,563.9,600.0,1329,5.6,270,692,228133
GT-CAR-01489,Mazda,Miata MX-5,1995,Gr.B,MR,215.2,199.5,1590,6.44,202,294,88951
GT-CAR-01490,Peugeot,208 GTi,1999,N100,MR,263.0,312.3,1424,7.88,224,392,159556
GT-CAR-01491,Pagani,Huayra,1990,N700,RWD,248.3,332.8,1560,7.58,221,368,328775
GT-CAR-01492,Ford,Mustang GT,1992,N100,AWD,310.2,303.9,1313,6.6,248,451,139662
GT-CAR-01493,Honda,Integra Type R,2022,N200,AWD,462.5,511.0,1347,5.28,285,513,194634
GT-CAR-01494,Aston Martin,DB11,2017,N500,RWD,343.5,381.0,1410,6.44,236,465,213037
GT-CAR-01495,Chevrolet,Corvette C7,2001,N200,MR,423.5,511.9,1452,6.01,283,467,145607
GT-CAR-01496,McLaren,MP4-12C,2005,N500,AWD,468.5,410.2,1467,6.18,276,543,261825
GT-CAR-01497,Ferrari,Enzo,2016,N600,FWD,236.9,276.1,1155,7.93,222,376,136979
GT-CAR-01498,Aston Martin,Vantage,2011,Gr.3,AWD,469.1,640.7,1509,5.48,301,540,214973
GT-CAR-01499,Honda,Integra Type R,2002,N300,AWD,389.7,531.9,1417,5.16,260,483,141641
GT-CAR-01500,Aston Martin,Vanquish,2022,Gr.B,RR,302.2,350.4,1256,7.37,235,491,178775
GT-CAR-01501,Lamborghini,Aventador,1987,N500,MR,503.3,587.1,1609,4.68,279,590,368964
GT-CAR-01502,Toyota,86,2001,N600,AWD,410.6,317.9,1329,6.13,264,492,113944
GT-CAR-01503,Mitsubishi,FTO,2014,Gr.3,RR,334.0,396.0,1384,6.49,258,461,163437
GT-CAR-01504,Porsche,959,2021,N600,RR,514.9,481.2,1018,5.7,288,625,248878
GT-CAR-01505,Ford,Mustang GT,2014,N400,MR,401.9,542.3,1310,7.47,280,552,242543
GT-CAR-01506,Lamborghini,Gallardo,2004,N300,FWD,318.1,422.6,1612,6.73,257,355,279110
GT-CAR-01507,Nissan,March,1993,Gr.B,AWD,490.8,464.3,1471,5.3,294,574,276700
GT-CAR-01508,Lamborghini,Gallardo,2017,N100,MR,443.4,429.2,1564,6.07,300,494,287738
GT-CAR-01509,Porsche,911 GT3,2004,N500,AWD,351.2,304.5,1253,6.31,256,447,196913
GT-CAR-01510,Subaru,Levorg,2003,Gr.4,RWD,231.9,350.1,1951,7.25,210,345,242686
GT-CAR-01511,Audi,RS5,1998,N600,MR,526.8,667.7,1342,5.4,326,646,443715
GT-CAR-01512,Renault,Clio V6,1990,Gr.4,MR,390.4,566.3,1568,6.13,278,440,185733
GT-CAR-01513,Ferrari,Enzo,2000,Gr.3,RR,417.0,505.5,1460,5.86,291,509,255453
GT-CAR-01514,Mercedes-Benz,C63 AMG,1989,Gr.4,RR,303.7,394.6,1457,7.68,256,446,102108
GT-CAR-01515,McLaren,720S,2022,N300,MR,325.8,381.5,1602,7.7,247,415,146685
