CarID	Juego	Plataforma	DebutAprox	País_Marca	Es_DLC
GT-CAR-01368	Gran Turismo 3	PS2	1997	DE	True
GT-CAR-01369	Gran Turismo 4	PS2	1997	JP	False
GT-CAR-01369	Gran Turismo 5	PS2	1997	JP	True
GT-CAR-01370	Gran Turismo 7	PS4/PS5	2011	UK	False
GT-CAR-01371	Gran Turismo 1	PS1	1999	US	True
GT-CAR-01371	Gran Turismo 2	PS1	2000	US	False
GT-CAR-01371	Gran Turismo 3	PS2	2002	US	True
GT-CAR-01372	Gran Turismo 4	PS2	1997	IT	True
GT-CAR-01373	Gran Turismo 2	PS1	2003	IT	False
GT-CAR-01373	Gran Turismo 3	PS2	2002	IT	False
GT-CAR-01373	Gran Turismo 6	PS3	2000	IT	False
GT-CAR-01374	Gran Turismo 1	PS1	1997	IT	False
GT-CAR-01374	Gran Turismo 4	PS2	1997	IT	False
GT-CAR-01375	Gran Turismo 1	PS1	2009	FR	False
GT-CAR-01375	Gran Turismo 2	PS1	2009	FR	False
GT-CAR-01375	Gran Turismo 4	PS2	2007	FR	False
GT-CAR-01375	Gran Turismo 5	PS2	2010	FR	False
GT-CAR-01376	Gran Turismo 2	PS1	1997	JP	False
GT-CAR-01376	Gran Turismo 4	PS2	1997	JP	False
GT-CAR-01377	Gran Turismo 1	PS1	2010	JP	False
GT-CAR-01377	Gran Turismo 2	PS1	2008	JP	True
GT-CAR-01377	Gran Turismo 5	PS2	2006	JP	False
GT-CAR-01378	Gran Turismo 5	PS2	2016	DE	False
GT-CAR-01379	Gran Turismo 1	PS1	2021	UK	False
GT-CAR-01379	Gran Turismo 3	PS2	2020	UK	False
GT-CAR-01379	Gran Turismo 5	PS2	2018	UK	True
GT-CAR-01380	Gran Turismo 1	PS1	2018	DE	False
GT-CAR-01380	Gran Turismo 5	PS2	2021	DE	False
GT-CAR-01380	Gran Turismo 6	PS3	2020	DE	False
GT-CAR-01380	Gran Turismo 7	PS4/PS5	2019	DE	False
GT-CAR-01381	Gran Turismo 5	PS2	1997	FR	False
GT-CAR-01382	Gran Turismo 7	PS4/PS5	2014	US	False
GT-CAR-01383	Gran Turismo 2	PS1	2015	DE	False
GT-CAR-01383	Gran Turismo 3	PS2	2015	DE	False
GT-CAR-01383	Gran Turismo 5	PS2	2014	DE	False
GT-CAR-01384	Gran Turismo 4	PS2	2015	UK	False
GT-CAR-01385	Gran Turismo 4	PS2	1997	US	False
GT-CAR-01386	Gran Turismo 1	PS1	1997	US	False
GT-CAR-01386	Gran Turismo 2	PS1	1997	US	False
GT-CAR-01386	Gran Turismo 3	PS2	1997	US	False
GT-CAR-01386	Gran Turismo 5	PS2	1997	US	False
GT-CAR-01387	Gran Turismo 7	PS4/PS5	2009	JP	False
GT-CAR-01388	Gran Turismo 3	PS2	2020	JP	False
GT-CAR-01388	Gran Turismo 4	PS2	2023	JP	False
GT-CAR-01388	Gran Turismo 7	PS4/PS5	2022	JP	True
GT-CAR-01389	Gran Turismo 3	PS2	1997	UK	True
GT-CAR-01389	Gran Turismo 4	PS2	1997	UK	False
GT-CAR-01389	Gran Turismo 7	PS4/PS5	1997	UK	False
GT-CAR-01390	Gran Turismo 2	PS1	2015	IT	False
GT-CAR-01390	Gran Turismo 3	PS2	2015	IT	True
GT-CAR-01390	Gran Turismo 6	PS3	2018	IT	False
GT-CAR-01391	Gran Turismo 1	PS1	1997	IT	False
GT-CAR-01391	Gran Turismo 2	PS1	1997	IT	False
GT-CAR-01391	Gran Turismo 3	PS2	1997	IT	False
GT-CAR-01391	Gran Turismo 5	PS2	1997	IT	False
GT-CAR-01392	Gran Turismo 5	PS2	2019	JP	True
GT-CAR-01392	Gran Turismo 7	PS4/PS5	2023	JP	False
GT-CAR-01393	Gran Turismo 3	PS2	1997	JP	True
GT-CAR-01393	Gran Turismo 4	PS2	1997	JP	False
GT-CAR-01393	Gran Turismo 7	PS4/PS5	1997	JP	True
GT-CAR-01394	Gran Turismo 1	PS1	2001	DE	False
GT-CAR-01394	Gran Turismo 3	PS2	2002	DE	False
GT-CAR-01394	Gran Turismo 5	PS2	2002	DE	False
GT-CAR-01394	Gran Turismo 6	PS3	1998	DE	False
GT-CAR-01395	Gran Turismo 1	PS1	2004	JP	False
GT-CAR-01395	Gran Turismo 4	PS2	2001	JP	False
GT-CAR-01395	Gran Turismo 7	PS4/PS5	2004	JP	True
GT-CAR-01396	Gran Turismo 5	PS2	1997	IT	False
GT-CAR-01397	Gran Turismo 1	PS1	2009	IT	False
GT-CAR-01397	Gran Turismo 3	PS2	2006	IT	False
GT-CAR-01397	Gran Turismo 4	PS2	2006	IT	False
GT-CAR-01397	Gran Turismo 7	PS4/PS5	2006	IT	True
GT-CAR-01398	Gran Turismo 1	PS1	2020	IT	False
GT-CAR-01398	Gran Turismo 3	PS2	2023	IT	True
GT-CAR-01399	Gran Turismo 1	PS1	1997	UK	False
GT-CAR-01399	Gran Turismo 4	PS2	1997	UK	False
GT-CAR-01399	Gran Turismo 6	PS3	1997	UK	False
GT-CAR-01399	Gran Turismo 7	PS4/PS5	1997	UK	False
GT-CAR-01400	Gran Turismo 2	PS1	1997	DE	False
GT-CAR-01401	Gran Turismo 2	PS1	2015	JP	False
GT-CAR-01402	Gran Turismo 1	PS1	1997	DE	False
GT-CAR-01403	Gran Turismo 1	PS1	2013	JP	False
GT-CAR-01403	Gran Turismo 2	PS1	2013	JP	False
GT-CAR-01403	Gran Turismo 6	PS3	2016	JP	False
GT-CAR-01403	Gran Turismo 7	PS4/PS5	2017	JP	False
GT-CAR-01404	Gran Turismo 3	PS2	2013	IT	False
GT-CAR-01405	Gran Turismo 6	PS3	2024	JP	False
GT-CAR-01405	Gran Turismo 7	PS4/PS5	2023	JP	False
GT-CAR-01406	Gran Turismo 4	PS2	1997	JP	False
GT-CAR-01407	Gran Turismo 1	PS1	2018	DE	False
GT-CAR-01407	Gran Turismo 4	PS2	2020	DE	False
GT-CAR-01407	Gran Turismo 6	PS3	2017	DE	False
GT-CAR-01407	Gran Turismo 7	PS4/PS5	2019	DE	False
GT-CAR-01408	Gran Turismo 1	PS1	2022	US	False
GT-CAR-01408	Gran Turismo 3	PS2	2022	US	False
GT-CAR-01408	Gran Turismo 7	PS4/PS5	2023	US	False
GT-CAR-01409	Gran Turismo 4	PS2	2016	FR	False
GT-CAR-01410	Gran Turismo 1	PS1	1997	JP	False
GT-CAR-01410	Gran Turismo 4	PS2	1998	JP	False
GT-CAR-01410	Gran Turismo 5	PS2	1998	JP	False
GT-CAR-01410	Gran Turismo 7	PS4/PS5	1997	JP	False
GT-CAR-01411	Gran Turismo 6	PS3	2000	DE	False
GT-CAR-01412	Gran Turismo 2	PS1	1997	DE	False
GT-CAR-01412	Gran Turismo 3	PS2	1997	DE	False
GT-CAR-01412	Gran Turismo 6	PS3	1997	DE	False
GT-CAR-01412	Gran Turismo 7	PS4/PS5	1997	DE	False
GT-CAR-01413	Gran Turismo 7	PS4/PS5	2009	DE	False
GT-CAR-01414	Gran Turismo 7	PS4/PS5	2001	FR	False
GT-CAR-01415	Gran Turismo 1	PS1	2014	UK	True
GT-CAR-01415	Gran Turismo 3	PS2	2018	UK	False
GT-CAR-01415	Gran Turismo 4	PS2	2017	UK	False
GT-CAR-01415	Gran Turismo 6	PS3	2016	UK	False
GT-CAR-01416	Gran Turismo 4	PS2	1997	DE	False
GT-CAR-01416	Gran Turismo 5	PS2	1997	DE	False
GT-CAR-01417	Gran Turismo 3	PS2	2014	US	True
GT-CAR-01417	Gran Turismo 4	PS2	2011	US	False
GT-CAR-01417	Gran Turismo 5	PS2	2013	US	False
GT-CAR-01418	Gran Turismo 4	PS2	2024	JP	False
GT-CAR-01418	Gran Turismo 5	PS2	2020	JP	True
GT-CAR-01418	Gran Turismo 7	PS4/PS5	2022	JP	False
GT-CAR-01419	Gran Turismo 2	PS1	2015	JP	True
GT-CAR-01419	Gran Turismo 4	PS2	2012	JP	False
GT-CAR-01419	Gran Turismo 7	PS4/PS5	2015	JP	False
GT-CAR-01420	Gran Turismo 3	PS2	1997	UK	False
GT-CAR-01420	Gran Turismo 7	PS4/PS5	1997	UK	False
GT-CAR-01421	Gran Turismo 2	PS1	1997	US	False
GT-CAR-01421	Gran Turismo 3	PS2	1997	US	False
GT-CAR-01422	Gran Turismo 3	PS2	1997	IT	False
GT-CAR-01422	Gran Turismo 5	PS2	1997	IT	False
GT-CAR-01422	Gran Turismo 6	PS3	1997	IT	False
GT-CAR-01423	Gran Turismo 1	PS1	1997	US	True
GT-CAR-01423	Gran Turismo 3	PS2	1997	US	True
GT-CAR-01423	Gran Turismo 6	PS3	1997	US	True
GT-CAR-01424	Gran Turismo 1	PS1	1999	US	False
GT-CAR-01424	Gran Turismo 4	PS2	1997	US	False
GT-CAR-01424	Gran Turismo 6	PS3	1999	US	False
GT-CAR-01425	Gran Turismo 1	PS1	2005	JP	False
GT-CAR-01425	Gran Turismo 3	PS2	2006	JP	False
GT-CAR-01425	Gran Turismo 5	PS2	2008	JP	False
GT-CAR-01426	Gran Turismo 4	PS2	2004	FR	False
GT-CAR-01427	Gran Turismo 2	PS1	2020	JP	False
GT-CAR-01427	Gran Turismo 3	PS2	2017	JP	False
GT-CAR-01427	Gran Turismo 5	PS2	2019	JP	False
GT-CAR-01427	Gran Turismo 7	PS4/PS5	2021	JP	False
GT-CAR-01428	Gran Turismo 1	PS1	1997	JP	False
GT-CAR-01428	Gran Turismo 3	PS2	1997	JP	False
GT-CAR-01429	Gran Turismo 3	PS2	2020	JP	False
GT-CAR-01429	Gran Turismo 6	PS3	2020	JP	False
GT-CAR-01429	Gran Turismo 7	PS4/PS5	2020	JP	False
GT-CAR-01430	Gran Turismo 4	PS2	2024	JP	True
GT-CAR-01431	Gran Turismo 1	PS1	1997	DE	False
GT-CAR-01431	Gran Turismo 3	PS2	1997	DE	False
GT-CAR-01431	Gran Turismo 6	PS3	1997	DE	False
GT-CAR-01432	Gran Turismo 6	PS3	2019	US	False
GT-CAR-01433	Gran Turismo 2	PS1	2024	DE	False
GT-CAR-01433	Gran Turismo 6	PS3	2025	DE	False
GT-CAR-01434	Gran Turismo 2	PS1	2009	DE	False
GT-CAR-01434	Gran Turismo 3	PS2	2009	DE	False
GT-CAR-01434	Gran Turismo 5	PS2	2009	DE	False
GT-CAR-01435	Gran Turismo 1	PS1	1997	JP	False
GT-CAR-01435	Gran Turismo 4	PS2	1997	JP	False
GT-CAR-01435	Gran Turismo 6	PS3	1997	JP	True
GT-CAR-01436	Gran Turismo 7	PS4/PS5	2010	IT	True
GT-CAR-01437	Gran Turismo 5	PS2	2001	JP	False
GT-CAR-01438	Gran Turismo 6	PS3	1997	FR	False
GT-CAR-01439	Gran Turismo 1	PS1	1997	UK	False
GT-CAR-01439	Gran Turismo 5	PS2	1997	UK	False
GT-CAR-01439	Gran Turismo 7	PS4/PS5	1997	UK	False
GT-CAR-01440	Gran Turismo 7	PS4/PS5	2007	US	False
GT-CAR-01441	Gran Turismo 2	PS1	2017	FR	False
GT-CAR-01441	Gran Turismo 4	PS2	2019	FR	True
GT-CAR-01441	Gran Turismo 6	PS3	2019	FR	False
GT-CAR-01441	Gran Turismo 7	PS4/PS5	2018	FR	False
GT-CAR-01442	Gran Turismo 3	PS2	2015	IT	False
GT-CAR-01442	Gran Turismo 5	PS2	2016	IT	True
GT-CAR-01442	Gran Turismo 6	PS3	2014	IT	False
GT-CAR-01442	Gran Turismo 7	PS4/PS5	2014	IT	True
GT-CAR-01443	Gran Turismo 4	PS2	1997	JP	True
GT-CAR-01443	Gran Turismo 6	PS3	1997	JP	False
GT-CAR-01444	Gran Turismo 1	PS1	2009	JP	False
GT-CAR-01444	Gran Turismo 2	PS1	2007	JP	False
GT-CAR-01444	Gran Turismo 5	PS2	2009	JP	False
GT-CAR-01444	Gran Turismo 7	PS4/PS5	2005	JP	True
GT-CAR-01445	Gran Turismo 2	PS1	2014	DE	False
GT-CAR-01446	Gran Turismo 5	PS2	2001	IT	False
GT-CAR-01447	Gran Turismo 2	PS1	2018	UK	True
GT-CAR-01447	Gran Turismo 3	PS2	2019	UK	True
GT-CAR-01447	Gran Turismo 5	PS2	2016	UK	False
GT-CAR-01447	Gran Turismo 6	PS3	2017	UK	False
GT-CAR-01448	Gran Turismo 4	PS2	2021	US	False
GT-CAR-01449	Gran Turismo 1	PS1	2000	FR	False
GT-CAR-01449	Gran Turismo 2	PS1	2000	FR	False
GT-CAR-01449	Gran Turismo 3	PS2	2000	FR	False
GT-CAR-01450	Gran Turismo 5	PS2	2012	US	False
GT-CAR-01450	Gran Turismo 7	PS4/PS5	2014	US	False
GT-CAR-01451	Gran Turismo 4	PS2	2020	US	False
GT-CAR-01451	Gran Turismo 5	PS2	2017	US	False
GT-CAR-01451	Gran Turismo 6	PS3	2020	US	False
GT-CAR-01451	Gran Turismo 7	PS4/PS5	2019	US	False
GT-CAR-01452	Gran Turismo 3	PS2	2022	US	False
GT-CAR-01452	Gran Turismo 5	PS2	2019	US	False
GT-CAR-01452	Gran Turismo 6	PS3	2019	US	False
GT-CAR-01452	Gran Turismo 7	PS4/PS5	2021	US	False
GT-CAR-01453	Gran Turismo 1	PS1	2004	UK	False
GT-CAR-01453	Gran Turismo 5	PS2	2008	UK	True
GT-CAR-01454	Gran Turismo 1	PS1	2009	DE	False
GT-CAR-01454	Gran Turismo 2	PS1	2006	DE	False
GT-CAR-01454	Gran Turismo 7	PS4/PS5	2008	DE	True
GT-CAR-01455	Gran Turismo 1	PS1	2019	UK	True
GT-CAR-01455	Gran Turismo 4	PS2	2018	UK	False
GT-CAR-01456	Gran Turismo 1	PS1	2004	FR	False
GT-CAR-01456	Gran Turismo 6	PS3	2008	FR	False
GT-CAR-01456	Gran Turismo 7	PS4/PS5	2004	FR	False
GT-CAR-01457	Gran Turismo 5	PS2	2019	DE	False
GT-CAR-01458	Gran Turismo 1	PS1	2008	US	False
GT-CAR-01458	Gran Turismo 7	PS4/PS5	2006	US	False
GT-CAR-01459	Gran Turismo 5	PS2	2004	US	False
GT-CAR-01460	Gran Turismo 3	PS2	2025	FR	False
GT-CAR-01460	Gran Turismo 4	PS2	2022	FR	False
GT-CAR-01460	Gran Turismo 6	PS3	2024	FR	False
GT-CAR-01460	Gran Turismo 7	PS4/PS5	2022	FR	True
GT-CAR-01461	Gran Turismo 5	PS2	2020	DE	False
GT-CAR-01461	Gran Turismo 6	PS3	2022	DE	True
GT-CAR-01461	Gran Turismo 7	PS4/PS5	2019	DE	False
GT-CAR-01462	Gran Turismo 1	PS1	1997	JP	False
GT-CAR-01462	Gran Turismo 2	PS1	1997	JP	True
GT-CAR-01462	Gran Turismo 4	PS2	1997	JP	False
GT-CAR-01462	Gran Turismo 5	PS2	1997	JP	False
GT-CAR-01463	Gran Turismo 1	PS1	1997	JP	False
GT-CAR-01463	Gran Turismo 3	PS2	1997	JP	False
GT-CAR-01463	Gran Turismo 4	PS2	1997	JP	False
GT-CAR-01463	Gran Turismo 6	PS3	1998	JP	False
GT-CAR-01464	Gran Turismo 1	PS1	1998	IT	False
GT-CAR-01464	Gran Turismo 3	PS2	1999	IT	False
GT-CAR-01464	Gran Turismo 6	PS3	1997	IT	False
GT-CAR-01464	Gran Turismo 7	PS4/PS5	1997	IT	False
GT-CAR-01465	Gran Turismo 1	PS1	2000	JP	True
GT-CAR-01465	Gran Turismo 4	PS2	2000	JP	False
GT-CAR-01465	Gran Turismo 7	PS4/PS5	2001	JP	True
GT-CAR-01466	Gran Turismo 4	PS2	1998	IT	False
GT-CAR-01467	Gran Turismo 2	PS1	1997	FR	False
GT-CAR-01468	Gran Turismo 3	PS2	1997	FR	False
GT-CAR-01468	Gran Turismo 5	PS2	1997	FR	False
GT-CAR-01468	Gran Turismo 7	PS4/PS5	1997	FR	True
GT-CAR-01469	Gran Turismo 3	PS2	1997	IT	False
GT-CAR-01469	Gran Turismo 4	PS2	1997	IT	False
GT-CAR-01470	Gran Turismo 2	PS1	2021	JP	True
GT-CAR-01470	Gran Turismo 5	PS2	2021	JP	False
GT-CAR-01470	Gran Turismo 6	PS3	2025	JP	False
GT-CAR-01471	Gran Turismo 2	PS1	1997	US	False
GT-CAR-01471	Gran Turismo 7	PS4/PS5	1997	US	True
GT-CAR-01472	Gran Turismo 2	PS1	2013	IT	False
GT-CAR-01472	Gran Turismo 3	PS2	2013	IT	False
GT-CAR-01472	Gran Turismo 5	PS2	2011	IT	False
GT-CAR-01473	Gran Turismo 3	PS2	2012	US	True
GT-CAR-01473	Gran Turismo 4	PS2	2009	US	False
GT-CAR-01474	Gran Turismo 4	PS2	1997	JP	False
GT-CAR-01474	Gran Turismo 7	PS4/PS5	1997	JP	False
GT-CAR-01475	Gran Turismo 3	PS2	1997	US	True
GT-CAR-01475	Gran Turismo 7	PS4/PS5	1997	US	False
GT-CAR-01476	Gran Turismo 2	PS1	1997	JP	False
GT-CAR-01477	Gran Turismo 3	PS2	2003	IT	False
GT-CAR-01477	Gran Turismo 4	PS2	2004	IT	False
GT-CAR-01477	Gran Turismo 6	PS3	2001	IT	False
GT-CAR-01478	Gran Turismo 1	PS1	1997	UK	False
GT-CAR-01478	Gran Turismo 4	PS2	1997	UK	False
GT-CAR-01478	Gran Turismo 6	PS3	1997	UK	False
GT-CAR-01479	Gran Turismo 2	PS1	2004	IT	False
GT-CAR-01479	Gran Turismo 3	PS2	2002	IT	False
GT-CAR-01479	Gran Turismo 4	PS2	2002	IT	True
GT-CAR-01479	Gran Turismo 6	PS3	2005	IT	False
GT-CAR-01480	Gran Turismo 1	PS1	1997	JP	False
GT-CAR-01480	Gran Turismo 5	PS2	1997	JP	False
GT-CAR-01480	Gran Turismo 6	PS3	1997	JP	False
GT-CAR-01480	Gran Turismo 7	PS4/PS5	1997	JP	True
GT-CAR-01481	Gran Turismo 2	PS1	2011	IT	True
GT-CAR-01482	Gran Turismo 1	PS1	2013	DE	False
GT-CAR-01482	Gran Turismo 3	PS2	2013	DE	False
GT-CAR-01482	Gran Turismo 5	PS2	2009	DE	False
GT-CAR-01482	Gran Turismo 7	PS4/PS5	2009	DE	False
GT-CAR-01483	Gran Turismo 3	PS2	2011	JP	False
GT-CAR-01483	Gran Turismo 6	PS3	2011	JP	False
GT-CAR-01483	Gran Turismo 7	PS4/PS5	2012	JP	False
GT-CAR-01484	Gran Turismo 1	PS1	2002	IT	True
GT-CAR-01484	Gran Turismo 2	PS1	2002	IT	False
GT-CAR-01485	Gran Turismo 1	PS1	2008	UK	True
GT-CAR-01485	Gran Turismo 3	PS2	2008	UK	True
GT-CAR-01485	Gran Turismo 4	PS2	2009	UK	False
GT-CAR-01486	Gran Turismo 2	PS1	2007	JP	False
GT-CAR-01486	Gran Turismo 4	PS2	2009	JP	False
GT-CAR-01486	Gran Turismo 6	PS3	2007	JP	False
GT-CAR-01487	Gran Turismo 5	PS2	2020	DE	False
GT-CAR-01487	Gran Turismo 7	PS4/PS5	2023	DE	True
GT-CAR-01488	Gran Turismo 5	PS2	1997	JP	False
GT-CAR-01489	Gran Turismo 2	PS1	1997	JP	True
GT-CAR-01489	Gran Turismo 3	PS2	1997	JP	False
GT-CAR-01490	Gran Turismo 3	PS2	2001	FR	False
GT-CAR-01491	Gran Turismo 6	PS3	1997	IT	False
GT-CAR-01492	Gran Turismo 2	PS1	1997	US	False
GT-CAR-01492	Gran Turismo 4	PS2	1997	US	False
GT-CAR-01492	Gran Turismo 5	PS2	1997	US	True
GT-CAR-01492	Gran Turismo 6	PS3	1997	US	False
GT-CAR-01493	Gran Turismo 3	PS2	2022	JP	False
GT-CAR-01494	Gran Turismo 2	PS1	2019	UK	True
GT-CAR-01494	Gran Turismo 3	PS2	2018	UK	True
GT-CAR-01494	Gran Turismo 6	PS3	2018	UK	False
GT-CAR-01495	Gran Turismo 3	PS2	2003	US	True
GT-CAR-01496	Gran Turismo 3	PS2	2004	UK	False
GT-CAR-01496	Gran Turismo 7	PS4/PS5	2005	UK	False
GT-CAR-01497	Gran Turismo 1	PS1	2017	IT	False
GT-CAR-01497	Gran Turismo 2	PS1	2016	IT	False
GT-CAR-01497	Gran Turismo 4	PS2	2014	IT	False
GT-CAR-01498	Gran Turismo 2	PS1	2011	UK	False
GT-CAR-01498	Gran Turismo 7	PS4/PS5	2012	UK	True
GT-CAR-01499	Gran Turismo 1	PS1	2002	JP	False
GT-CAR-01499	Gran Turismo 2	PS1	2004	JP	True
GT-CAR-01499	Gran Turismo 3	PS2	2003	JP	False
GT-CAR-01500	Gran Turismo 2	PS1	2023	UK	True
GT-CAR-01500	Gran Turismo 3	PS2	2023	UK	False
GT-CAR-01500	Gran Turismo 4	PS2	2022	UK	False
GT-CAR-01500	Gran Turismo 6	PS3	2021	UK	False
GT-CAR-01501	Gran Turismo 1	PS1	1997	IT	False
GT-CAR-01501	Gran Turismo 5	PS2	1997	IT	False
GT-CAR-01501	Gran Turismo 6	PS3	1997	IT	False
GT-CAR-01501	Gran Turismo 7	PS4/PS5	1997	IT	False
GT-CAR-01502	Gran Turismo 3	PS2	2002	JP	False
GT-CAR-01502	Gran Turismo 4	PS2	2000	JP	False
GT-CAR-01502	Gran Turismo 6	PS3	2003	JP	False
GT-CAR-01502	Gran Turismo 7	PS4/PS5	1999	JP	False
GT-CAR-01503	Gran Turismo 3	PS2	2013	JP	False
GT-CAR-01503	Gran Turismo 4	PS2	2013	JP	False
GT-CAR-01503	Gran Turismo 5	PS2	2016	JP	False
GT-CAR-01503	Gran Turismo 6	PS3	2015	JP	False
GT-CAR-01504	Gran Turismo 4	PS2	2023	DE	False
GT-CAR-01505	Gran Turismo 2	PS1	2013	US	True
GT-CAR-01505	Gran Turismo 3	PS2	2016	US	False
GT-CAR-01505	Gran Turismo 5	PS2	2016	US	False
GT-CAR-01506	Gran Turismo 1	PS1	2002	IT	False
GT-CAR-01506	Gran Turismo 2	PS1	2005	IT	False
GT-CAR-01506	Gran Turismo 3	PS2	2002	IT	False
GT-CAR-01506	Gran Turismo 5	PS2	2004	IT	False
GT-CAR-01507	Gran Turismo 1	PS1	1997	JP	False
GT-CAR-01507	Gran Turismo 3	PS2	1997	JP	False
GT-CAR-01507	Gran Turismo 4	PS2	1997	JP	False
GT-CAR-01507	Gran Turismo 6	PS3	1997	JP	False
GT-CAR-01508	Gran Turismo 2	PS1	2019	IT	True
GT-CAR-01508	Gran Turismo 5	PS2	2019	IT	False
GT-CAR-01509	Gran Turismo 7	PS4/PS5	2003	DE	False
GT-CAR-01510	Gran Turismo 1	PS1	2003	JP	False
GT-CAR-01510	Gran Turismo 5	PS2	2004	JP	False
GT-CAR-01510	Gran Turismo 7	PS4/PS5	2002	JP	False
GT-CAR-01511	Gran Turismo 1	PS1	1999	DE	False
GT-CAR-01511	Gran Turismo 4	PS2	1998	DE	False
GT-CAR-01511	Gran Turismo 5	PS2	1999	DE	False
GT-CAR-01511	Gran Turismo 7	PS4/PS5	1998	DE	False
GT-CAR-01512	Gran Turismo 2	PS1	1997	FR	True
GT-CAR-01512	Gran Turismo 6	PS3	1997	FR	True
GT-CAR-01513	Gran Turismo 7	PS4/PS5	1998	IT	True
GT-CAR-01514	Gran Turismo 3	PS2	1997	DE	True
GT-CAR-01514	Gran Turismo 4	PS2	1997	DE	False
GT-CAR-01515	Gran Turismo 4	PS2	2022	UK	False
GT-CAR-01515	Gran Turismo 5	PS2	2023	UK	False
GT-CAR-01515	Gran Turismo 6	PS3	2023	UK	False
GT-CAR-01515	Gran Turismo 7	PS4/PS5	2020	UK	False
GT-CAR-01516	Gran Turismo 3	PS2	1997	US	True
GT-CAR-01516	Gran Turismo 5	PS2	1997	US	False
GT-CAR-01517	Gran Turismo 1	PS1	2007	JP	False
GT-CAR-01517	Gran Turismo 2	PS1	2008	JP	True
GT-CAR-01517	Gran Turismo 6	PS3	2010	JP	False
GT-CAR-01517	Gran Turismo 7	PS4/PS5	2009	JP	False
GT-CAR-01518	Gran Turismo 1	PS1	1997	JP	False
GT-CAR-01518	Gran Turismo 2	PS1	1997	JP	False
GT-CAR-01519	Gran Turismo 1	PS1	1997	IT	False
GT-CAR-01519	Gran Turismo 2	PS1	1997	IT	False
GT-CAR-01519	Gran Turismo 5	PS2	1997	IT	True
GT-CAR-01519	Gran Turismo 6	PS3	1997	IT	False
GT-CAR-01520	Gran Turismo 3	PS2	2021	IT	False
GT-CAR-01520	Gran Turismo 6	PS3	2020	IT	False
GT-CAR-01521	Gran Turismo 3	PS2	1997	FR	False
GT-CAR-01521	Gran Turismo 4	PS2	1997	FR	False
GT-CAR-01522	Gran Turismo 1	PS1	2005	IT	False
GT-CAR-01523	Gran Turismo 3	PS2	2019	DE	True
GT-CAR-01523	Gran Turismo 5	PS2	2017	DE	False
GT-CAR-01524	Gran Turismo 5	PS2	1997	DE	False
GT-CAR-01524	Gran Turismo 6	PS3	1997	DE	True
GT-CAR-01525	Gran Turismo 2	PS1	1997	JP	False
GT-CAR-01525	Gran Turismo 3	PS2	1997	JP	False
GT-CAR-01526	Gran Turismo 3	PS2	2019	IT	True
GT-CAR-01526	Gran Turismo 4	PS2	2016	IT	False
GT-CAR-01526	Gran Turismo 5	PS2	2015	IT	False
GT-CAR-01527	Gran Turismo 4	PS2	1997	JP	True
GT-CAR-01528	Gran Turismo 1	PS1	1997	DE	False
GT-CAR-01528	Gran Turismo 2	PS1	1997	DE	False
GT-CAR-01528	Gran Turismo 3	PS2	1997	DE	True
GT-CAR-01529	Gran Turismo 3	PS2	1997	FR	True
GT-CAR-01530	Gran Turismo 3	PS2	2001	JP	False
GT-CAR-01530	Gran Turismo 7	PS4/PS5	2001	JP	True
GT-CAR-01531	Gran Turismo 3	PS2	2016	JP	False
GT-CAR-01531	Gran Turismo 5	PS2	2019	JP	True
GT-CAR-01531	Gran Turismo 7	PS4/PS5	2019	JP	False
GT-CAR-01532	Gran Turismo 3	PS2	2005	UK	False
GT-CAR-01532	Gran Turismo 4	PS2	2008	UK	True
GT-CAR-01533	Gran Turismo 1	PS1	2023	DE	False
GT-CAR-01533	Gran Turismo 2	PS1	2023	DE	False
GT-CAR-01533	Gran Turismo 3	PS2	2021	DE	True
GT-CAR-01533	Gran Turismo 5	PS2	2022	DE	False
GT-CAR-01534	Gran Turismo 5	PS2	2001	UK	False
GT-CAR-01534	Gran Turismo 6	PS3	2000	UK	True
GT-CAR-01535	Gran Turismo 2	PS1	1997	JP	True
GT-CAR-01535	Gran Turismo 3	PS2	1997	JP	False
GT-CAR-01536	Gran Turismo 2	PS1	2007	FR	False
GT-CAR-01536	Gran Turismo 7	PS4/PS5	2008	FR	False
GT-CAR-01537	Gran Turismo 7	PS4/PS5	2007	IT	True
GT-CAR-01538	Gran Turismo 6	PS3	2007	US	False
GT-CAR-01538	Gran Turismo 7	PS4/PS5	2011	US	False
GT-CAR-01539	Gran Turismo 2	PS1	2002	JP	False
GT-CAR-01539	Gran Turismo 5	PS2	2005	JP	False
GT-CAR-01540	Gran Turismo 1	PS1	1997	JP	False
GT-CAR-01540	Gran Turismo 5	PS2	1997	JP	False
GT-CAR-01541	Gran Turismo 7	PS4/PS5	2022	US	False
GT-CAR-01542	Gran Turismo 3	PS2	2011	IT	False
GT-CAR-01542	Gran Turismo 5	PS2	2014	IT	False
GT-CAR-01543	Gran Turismo 5	PS2	1997	UK	False
GT-CAR-01544	Gran Turismo 1	PS1	1997	IT	False
GT-CAR-01544	Gran Turismo 4	PS2	1997	IT	False
GT-CAR-01544	Gran Turismo 5	PS2	1997	IT	True
GT-CAR-01544	Gran Turismo 6	PS3	1997	IT	True
GT-CAR-01545	Gran Turismo 2	PS1	2022	JP	True
GT-CAR-01545	Gran Turismo 3	PS2	2024	JP	False
GT-CAR-01545	Gran Turismo 5	PS2	2024	JP	False
